EGS,depth,abundance
3762309.484,5.464092556,0
4055509.818,5.464092556,0
4096067.544,5.464092556,0
4530296.088,5.464092556,0
4816126.842,5.464092556,0
2228364.244,5.464092556,0
2796220.269,5.464092556,0
2338557.134,5.464092556,0
2352824.636,5.464092556,0
2365606.018,5.464092556,0
2373296.253,5.464092556,0
2513078.534,5.464092556,0
2574079.668,5.464092556,0
2619606.346,5.464092556,0
2668681.431,5.464092556,0
2682343.65,5.464092556,0
2685542.559,5.464092556,0
2747546.276,5.464092556,0
2753841.356,5.464092556,0
2767023.388,5.464092556,0
2771219.438,5.464092556,0
2809718.454,5.464092556,0
2830993.086,5.464092556,0
2858941.74,5.464092556,0
2864053.967,5.464092556,0
2940986.313,5.464092556,0
3025893.012,5.464092556,0
3026862.426,5.464092556,0
3050960.914,5.464092556,0
3085403.84,5.464092556,0
3102292.802,5.464092556,0
3121343.262,5.464092556,0
3212921.417,5.464092556,0
3218649.902,5.464092556,0
3225545.974,5.464092556,0
3227979.239,5.464092556,0
3230990.39,5.464092556,0
3249700.061,5.464092556,0
3279444.745,5.464092556,0
3283377.718,5.464092556,0
3302820.946,5.464092556,0
3323799.438,5.464092556,0
3328549.319,5.464092556,0
3350842.25,5.464092556,0
3356059.688,5.464092556,0
3410299.178,5.464092556,0
3412188.491,5.464092556,0
3473347.548,5.464092556,0
3515666.288,5.464092556,0
3550043.286,5.464092556,0
3629001.993,5.464092556,0
3660646.329,5.464092556,0
3724476.981,5.464092556,0
3744810.472,5.464092556,0
3795325.921,5.464092556,0
3824512.278,5.464092556,0
3932763.982,5.464092556,0
3994753.569,5.464092556,0
4043952.044,5.464092556,0
4054755.739,5.464092556,0
4165059.568,5.464092556,0
4256492.361,5.464092556,0
4418272.085,5.464092556,0
4427241.675,5.464092556,0
4811909.965,5.464092556,0
5093995.769,5.464092556,0
1617484.76,5.464092556,0
1625643.911,5.464092556,0
1722363.522,5.464092556,0.326411
1750314.056,5.464092556,0
1754733.171,5.464092556,0.044522
1885668.703,5.464092556,3.626856
1893964.868,5.464092556,0
2010331.075,5.464092556,0
2076140.156,5.464092556,0.722073
2123367.128,5.464092556,0
2494970.295,5.464092556,0
2605015.859,5.464092556,0
2924700.634,5.464092556,0
3031621.531,5.464092556,0
3367062.843,5.464092556,0.08017
3410519.923,5.464092556,0
3476664.615,5.464092556,0
3606563.054,5.464092556,0
3969110.008,5.464092556,0
4008836.13,5.464092556,0
4389079.089,5.464092556,0
4498024.363,5.464092556,0.042207
5134217.828,5.464092556,0.277871
1487133.621,5.464092556,0.283787
1559781.851,5.464092556,0.501563
1658639.465,5.464092556,0.384691
1893114.437,5.464092556,0
1910883.04,5.464092556,0
2019228.252,5.464092556,0
2285009.705,5.464092556,0
2587489.057,5.464092556,0
2701219.235,5.464092556,0
2911907.607,5.464092556,0
2086716.713,5.464092556,0
2311844.235,5.464092556,0
2428730.489,5.464092556,0
2630273.493,5.464092556,0
2813444.225,5.464092556,0
2929940.167,5.464092556,0
3169500.791,5.464092556,0
3172728.077,5.464092556,0
3472166.766,5.464092556,0
1406429.706,5.464092556,0
1465728.791,5.464092556,0
1475548.154,5.464092556,0
1503497.951,5.464092556,0
1511662.976,5.464092556,0
1514019.692,5.464092556,0
1559113.56,5.464092556,6.382978
1567263.093,5.464092556,0.37904
1589367.387,5.464092556,2.397656
1614025.392,5.464092556,0.227523
1653819.762,5.464092556,0.137239
1661100.96,5.464092556,0
1674053.333,5.464092556,0
1680865.323,5.464092556,0
1684321.319,5.464092556,0
1696368.289,5.464092556,0.25653
1713131.142,5.464092556,0
1762687.146,5.464092556,0
1771922.343,5.464092556,0.31634
1799526.897,5.464092556,0
1806298.402,5.464092556,0.062239
1821135.608,5.464092556,0
1856128.258,5.464092556,0
1944826.811,5.464092556,0
1974684.592,5.464092556,0
2004644.39,5.464092556,0
2076694.278,5.464092556,0
2109145.899,5.464092556,0
2148850.411,5.464092556,0
2159085.863,5.464092556,0
2165036.874,5.464092556,0
2165447.726,5.464092556,0
2180526.233,5.464092556,0
2203080.71,5.464092556,0
2226727.618,5.464092556,0
2229416.948,5.464092556,0.242598
2358199.526,5.464092556,0
2418216.423,5.464092556,0
2452459.495,5.464092556,0
2551114.852,5.464092556,0
2749898.461,5.464092556,0
2751708.804,5.464092556,0
2768861.119,5.464092556,0
2810488.609,5.464092556,0
2901619.964,5.464092556,0
2910265.532,5.464092556,0
2960911.95,5.464092556,0
3447663.875,5.464092556,0
1176367.406,5.464092556,0
1488538.78,5.464092556,0.123059
1509747.396,5.464092556,4.175906
1589307.157,5.464092556,0
1624902.846,5.464092556,0
1725990.042,5.464092556,0
1800128.457,5.464092556,0
1809468.462,5.464092556,0
1851206.389,5.464092556,0
1869396.232,5.464092556,0
1956540.629,5.464092556,0
2009780.634,5.464092556,0
2010968.649,5.464092556,0
2055703.079,5.464092556,0
1591369.795,5.464092556,0.890195
1656852.3,5.464092556,0.286146
1673481.962,5.464092556,1.249534
1693285.209,5.464092556,0
1728299.015,5.464092556,0
1820639.076,5.464092556,0
1820832.808,5.464092556,0
1855205.774,5.464092556,0
2042016.07,5.464092556,0
2075772.998,5.464092556,0
2115544.764,5.464092556,0.264495
2163586.467,5.464092556,0
2168270.91,5.464092556,0
2202917.038,5.464092556,0
2322395.858,5.464092556,0
2504520.158,5.464092556,0
2581091.136,5.464092556,0
2763780.976,5.464092556,0
2792234.475,5.464092556,0
2936146.812,5.464092556,0
3118477.766,5.464092556,0.03188
3592875.125,5.464092556,0.208823
1325549.317,5.464092556,1.290296
1465130.242,5.464092556,0
1487027.354,5.464092556,0
1687069.983,5.464092556,0.45624
1803013.224,5.464092556,0
1873440.33,5.464092556,0
2083991.251,5.464092556,0.085898
2652780.488,5.464092556,0
1537067.175,112.6597719,0
2106631.443,112.6597719,0.192167
2295757.172,112.6597719,0
2416182.504,112.6597719,0.062262
2595850.768,112.6597719,0.111835
2633157.895,112.6597719,0
2637539.438,112.6597719,0
2975438.931,112.6597719,0
1907085.894,112.6597719,0
2680535.994,112.6597719,0
2798252.648,112.6597719,0
3082049.76,112.6597719,0
1874222.345,112.6597719,0
2454889.23,112.6597719,0
2466240.782,112.6597719,0
1446709.698,112.6597719,6.749363
1457916.623,112.6597719,20.797163
1493225.235,112.6597719,2.105947
1581636.647,112.6597719,1.891965
1651796.147,112.6597719,53.565402
1663276.381,112.6597719,35.703014
1752110.801,112.6597719,5.785489
1829129.437,112.6597719,0.912706
1890539.455,112.6597719,0
1918532.154,112.6597719,0.180407
1995929.298,112.6597719,0
2016216.797,112.6597719,0
2016801.827,112.6597719,1.913912
2222105.146,112.6597719,0
2247005.988,112.6597719,0.806959
2251232.755,112.6597719,0
2258179.322,112.6597719,0.109755
2264096.188,112.6597719,0.036838
2268898.508,112.6597719,0.876072
2330684.388,112.6597719,107.984191
2358247.093,112.6597719,0
2359412.944,112.6597719,0
2410523.297,112.6597719,1.388298
2481800.545,112.6597719,21.476032
2553573.122,112.6597719,0.09801
2582196.279,112.6597719,0
2589108.578,112.6597719,0
2614176.484,112.6597719,0
2620414.857,112.6597719,0
2635379.029,112.6597719,0
2662387.515,112.6597719,0.176398
2676894.594,112.6597719,0
2694308.061,112.6597719,0
2938393.652,112.6597719,0.153748
3054516.029,112.6597719,0
3230981.729,112.6597719,0
3661459.281,112.6597719,0
1340314.994,112.6597719,169.293548
1379677.467,112.6597719,5.140949
1430240.216,112.6597719,357.291295
1439155.484,112.6597719,4.562947
1456472.573,112.6597719,10.538347
1495621.563,112.6597719,10.028004
1507545.764,112.6597719,5.178624
1515892.788,112.6597719,22.919036
1552783.529,112.6597719,490.703137
1561506.06,112.6597719,4.126507
1564638.398,112.6597719,3.932638
1583286.745,112.6597719,8.377746
1618234.364,112.6597719,77.888334
1637737.763,112.6597719,8.864734
1697468.372,112.6597719,5.571648
1966410.51,112.6597719,18.368099
1110638.695,112.6597719,21.138067
1131377.483,112.6597719,47.696726
1256488.117,112.6597719,89.385433
1275744.522,112.6597719,304.116675
1304114.484,112.6597719,39.622132
1308389.977,112.6597719,12.200112
1409981.56,112.6597719,2.369798
1515259.641,112.6597719,29.16907
1527391.442,112.6597719,33.258153
1633574.463,112.6597719,28.001047
2303081.183,112.6597719,0.091216
2458581.75,112.6597719,0
2629707.237,112.6597719,0.130898
2839279.867,112.6597719,0
2907955.197,112.6597719,0
3143504.787,112.6597719,0.051526
2084003.218,112.6597719,0
2419995.863,112.6597719,0.042529
2510845.85,112.6597719,0
2688466.89,112.6597719,0
2813370.45,112.6597719,0
2983519.588,112.6597719,0
3086524.792,112.6597719,0
3367044.82,112.6597719,0
3520150.167,112.6597719,0
3862329.886,112.6597719,0
1370343.546,112.6597719,5.421174
1413077.037,112.6597719,8.612851
1441197.664,112.6597719,110.255221
1504514.989,112.6597719,67.808151
1512077.992,112.6597719,14.651109
1513255.912,112.6597719,22.296136
1527512.248,112.6597719,197.8647
1539874.919,112.6597719,7.055821
1560974.768,112.6597719,5.731475
1619911.049,112.6597719,4.957844
1711541.188,112.6597719,0.981467
1734198.486,112.6597719,8.580285
1737315.505,112.6597719,9.272537
1774907.095,112.6597719,2.917004
1795368.002,112.6597719,52.457313
2072896.291,112.6597719,5.036023
2083622.631,112.6597719,2.885657
2150638.677,112.6597719,10.727997
2216506.247,112.6597719,3.858589
2650679.612,112.6597719,2.975147
1408712.462,112.6597719,4.963416
1490551.003,112.6597719,138.463492
1567077.929,112.6597719,13.859029
1608316.687,112.6597719,33.601347
1662833.64,112.6597719,21.677546
1781415.112,112.6597719,11.18601
1810680.456,112.6597719,8.693512
1866097.773,112.6597719,2.391104
1887408.638,112.6597719,36.134547
1983984.078,112.6597719,0.467565
2041929.073,112.6597719,0
2059797.991,112.6597719,15.684741
2111146.864,112.6597719,0
2137777.778,112.6597719,0.368862
2157169.832,112.6597719,122.714931
2158523.182,112.6597719,27.612816
2192810.292,112.6597719,2.79065
2215459.783,112.6597719,0
2295003.828,112.6597719,0
2323059.43,112.6597719,38.646319
2337368.032,112.6597719,0.507669
2387688.303,112.6597719,2.091345
2389851.605,112.6597719,0.173313
2463304.553,112.6597719,0.036688
2476542.361,112.6597719,0
2676454.576,112.6597719,0
2838486.131,112.6597719,0.705259
2887285.023,112.6597719,0
1666445.58,112.6597719,2.457556
1708150.616,112.6597719,1.102892
1774171.659,112.6597719,0.871244
1822411.29,112.6597719,36.217791
2045693.373,112.6597719,0.08396
2068359.028,112.6597719,0.442457
2106443.897,112.6597719,0
2109231.45,112.6597719,60.407999
2234493.093,112.6597719,0
2330533.32,112.6597719,0.168616
1833123.845,112.6597719,0
1958580.576,112.6597719,0
2027774.03,112.6597719,1.451362
2205216.685,112.6597719,0
2205520.481,112.6597719,1.695897
2427328.609,112.6597719,0
2467698.943,112.6597719,0
2507974.759,112.6597719,0
2782288.182,112.6597719,0
3020664.629,112.6597719,0
3081164.822,112.6597719,0
3083738.337,112.6597719,0
3339315.408,112.6597719,0.053155
3465738.468,112.6597719,0
3609067.358,112.6597719,0
4034611.169,112.6597719,0
4060955.171,112.6597719,0
1819560.919,112.6597719,0
2405102.647,112.6597719,0
2782198.345,112.6597719,0.015124
3013789.685,112.6597719,0.029363
3041377.334,112.6597719,0
3183187.029,112.6597719,0
3192129.887,112.6597719,0
3439309.204,112.6597719,0
2162820.431,112.6597719,0
2837196.147,112.6597719,0
2909073.242,112.6597719,0
2944331.737,112.6597719,0
3018404.321,112.6597719,0
3025677.568,112.6597719,0
3148956.734,112.6597719,0
3357140.956,112.6597719,0.026963
3459856.922,112.6597719,0
3489860.648,112.6597719,0
3537173.214,112.6597719,0
3596931.641,112.6597719,0
3624159.165,112.6597719,0
3684528.668,112.6597719,0
3707981.231,112.6597719,0
3749854.307,112.6597719,0.057252
3762309.484,112.6597719,0
4055509.818,112.6597719,0
4096067.544,112.6597719,0
4530296.088,112.6597719,0
4816126.842,112.6597719,0
2228364.244,112.6597719,0
2796220.269,112.6597719,0
2338557.134,112.6597719,0
2352824.636,112.6597719,0
2365606.018,112.6597719,0
2373296.253,112.6597719,0
2513078.534,112.6597719,0
2574079.668,112.6597719,0
2619606.346,112.6597719,0.03697
2668681.431,112.6597719,0
2682343.65,112.6597719,0
2685542.559,112.6597719,0.065092
2747546.276,112.6597719,0
2753841.356,112.6597719,0
2767023.388,112.6597719,0
2771219.438,112.6597719,0
2809718.454,112.6597719,0
2830993.086,112.6597719,0
2858941.74,112.6597719,0.043219
2864053.967,112.6597719,0
2940986.313,112.6597719,0.198313
3025893.012,112.6597719,0
3026862.426,112.6597719,0
3050960.914,112.6597719,0
3085403.84,112.6597719,0
3102292.802,112.6597719,0
3121343.262,112.6597719,0
3212921.417,112.6597719,0
3218649.902,112.6597719,0.067148
3225545.974,112.6597719,0
3227979.239,112.6597719,41.621449
3230990.39,112.6597719,0
3249700.061,112.6597719,0
3279444.745,112.6597719,0
3283377.718,112.6597719,0
3302820.946,112.6597719,0.056382
3323799.438,112.6597719,0
3328549.319,112.6597719,0
3350842.25,112.6597719,0
3356059.688,112.6597719,0
3410299.178,112.6597719,0
3412188.491,112.6597719,0
3473347.548,112.6597719,0
3515666.288,112.6597719,0
3550043.286,112.6597719,0
3629001.993,112.6597719,0
3660646.329,112.6597719,0
3724476.981,112.6597719,0
3744810.472,112.6597719,0
3795325.921,112.6597719,0.119777
3824512.278,112.6597719,0.417815
3932763.982,112.6597719,0
3994753.569,112.6597719,0.052887
4043952.044,112.6597719,0
4054755.739,112.6597719,0
4165059.568,112.6597719,0
4256492.361,112.6597719,0
4418272.085,112.6597719,0
4427241.675,112.6597719,0
4811909.965,112.6597719,0
5093995.769,112.6597719,0
1617484.76,112.6597719,99.329763
1625643.911,112.6597719,20.881576
1722363.522,112.6597719,36.519971
1750314.056,112.6597719,817.720761
1754733.171,112.6597719,10.779943
1885668.703,112.6597719,2.612654
1893964.868,112.6597719,0
2010331.075,112.6597719,40.848698
2076140.156,112.6597719,21.072466
2123367.128,112.6597719,46.18528
2494970.295,112.6597719,3.476923
2605015.859,112.6597719,3.004849
2924700.634,112.6597719,0
3031621.531,112.6597719,0
3367062.843,112.6597719,0.042582
3410519.923,112.6597719,0
3476664.615,112.6597719,0
3606563.054,112.6597719,0
3969110.008,112.6597719,0.104044
4008836.13,112.6597719,0
4389079.089,112.6597719,0
4498024.363,112.6597719,0.045044
5134217.828,112.6597719,0.22571
1487133.621,112.6597719,0.586592
1559781.851,112.6597719,1.174855
1658639.465,112.6597719,0.576332
1893114.437,112.6597719,0
1910883.04,112.6597719,0
2019228.252,112.6597719,0.066248
2285009.705,112.6597719,0
2587489.057,112.6597719,0.031178
2701219.235,112.6597719,0
2911907.607,112.6597719,0
2086716.713,112.6597719,0
2311844.235,112.6597719,0
2428730.489,112.6597719,0
2630273.493,112.6597719,0
2813444.225,112.6597719,0
2929940.167,112.6597719,0
3169500.791,112.6597719,0
3172728.077,112.6597719,0
3472166.766,112.6597719,0
1406429.706,112.6597719,21.209332
1465728.791,112.6597719,0
1475548.154,112.6597719,0
1503497.951,112.6597719,0
1511662.976,112.6597719,0
1514019.692,112.6597719,33.219746
1559113.56,112.6597719,5.638199
1567263.093,112.6597719,0.680897
1589367.387,112.6597719,24.390531
1614025.392,112.6597719,0.443197
1653819.762,112.6597719,0.123571
1661100.96,112.6597719,0
1674053.333,112.6597719,0
1680865.323,112.6597719,0
1684321.319,112.6597719,0
1696368.289,112.6597719,330.663398
1713131.142,112.6597719,0
1762687.146,112.6597719,0
1771922.343,112.6597719,0.254501
1799526.897,112.6597719,0
1806298.402,112.6597719,5.635587
1821135.608,112.6597719,0
1856128.258,112.6597719,0
1944826.811,112.6597719,0
1974684.592,112.6597719,0.126679
2004644.39,112.6597719,0
2076694.278,112.6597719,0.036718
2109145.899,112.6597719,0
2148850.411,112.6597719,0
2159085.863,112.6597719,0.109282
2165036.874,112.6597719,0
2165447.726,112.6597719,0
2180526.233,112.6597719,0
2203080.71,112.6597719,0
2226727.618,112.6597719,0
2229416.948,112.6597719,0.137698
2358199.526,112.6597719,0
2418216.423,112.6597719,0
2452459.495,112.6597719,0
2551114.852,112.6597719,0
2749898.461,112.6597719,0
2751708.804,112.6597719,0
2768861.119,112.6597719,0
2810488.609,112.6597719,0
2901619.964,112.6597719,0
2910265.532,112.6597719,0
2960911.95,112.6597719,0
3447663.875,112.6597719,0
1176367.406,112.6597719,0
1488538.78,112.6597719,4.845025
1509747.396,112.6597719,4.420596
1589307.157,112.6597719,1.550242
1624902.846,112.6597719,0.402605
1725990.042,112.6597719,0
1800128.457,112.6597719,0
1809468.462,112.6597719,0
1851206.389,112.6597719,0
1869396.232,112.6597719,0
1956540.629,112.6597719,0
2009780.634,112.6597719,0
2010968.649,112.6597719,0
2055703.079,112.6597719,0
1591369.795,112.6597719,16.367856
1656852.3,112.6597719,198.097321
1673481.962,112.6597719,3.147634
1693285.209,112.6597719,0
1728299.015,112.6597719,0
1820639.076,112.6597719,147.488837
1820832.808,112.6597719,0
1855205.774,112.6597719,0.308947
2042016.07,112.6597719,0
2075772.998,112.6597719,0
2115544.764,112.6597719,0.25688
2163586.467,112.6597719,0
2168270.91,112.6597719,0
2202917.038,112.6597719,0
2322395.858,112.6597719,0
2504520.158,112.6597719,0.033379
2581091.136,112.6597719,0
2763780.976,112.6597719,0
2792234.475,112.6597719,0
2936146.812,112.6597719,0
3118477.766,112.6597719,0.088237
3592875.125,112.6597719,0.149504
1325549.317,112.6597719,8.314785
1465130.242,112.6597719,0
1487027.354,112.6597719,0
1687069.983,112.6597719,0.997584
1803013.224,112.6597719,0
1873440.33,112.6597719,0
2083991.251,112.6597719,0.054675
2652780.488,112.6597719,0
1537067.175,792.738,0
2106631.443,792.738,0.201376
2295757.172,792.738,0.077743
2416182.504,792.738,0.162909
2595850.768,792.738,0.199973
2633157.895,792.738,0
2637539.438,792.738,0
2975438.931,792.738,0.240036
1907085.894,792.738,0
2680535.994,792.738,0.082682
2798252.648,792.738,0.05259
3082049.76,792.738,0
1874222.345,792.738,0.091063
2454889.23,792.738,0
2466240.782,792.738,0
1446709.698,792.738,0.608569
1457916.623,792.738,0.876805
1493225.235,792.738,0.357446
1581636.647,792.738,0.241403
1651796.147,792.738,5.456228
1663276.381,792.738,0.888679
1752110.801,792.738,14.750507
1829129.437,792.738,9.212853
1890539.455,792.738,15.163146
1918532.154,792.738,56.125305
1995929.298,792.738,20.98916
2016216.797,792.738,7.365009
2016801.827,792.738,1.699691
2222105.146,792.738,13.725108
2247005.988,792.738,5.685923
2251232.755,792.738,3.415972
2258179.322,792.738,0.112272
2264096.188,792.738,0.115965
2268898.508,792.738,0.019131
2330684.388,792.738,3.926157
2358247.093,792.738,0.295332
2359412.944,792.738,17.801324
2410523.297,792.738,0
2481800.545,792.738,2.182725
2553573.122,792.738,0.198975
2582196.279,792.738,5.493247
2589108.578,792.738,1.409432
2614176.484,792.738,0.200469
2620414.857,792.738,0.130178
2635379.029,792.738,16.092267
2662387.515,792.738,0.886874
2676894.594,792.738,2.763161
2694308.061,792.738,1.125858
2938393.652,792.738,14.200725
3054516.029,792.738,0.113339
3230981.729,792.738,20.703659
3661459.281,792.738,0.1834
1340314.994,792.738,0.363673
1379677.467,792.738,0.796519
1430240.216,792.738,0.70291
1439155.484,792.738,0.183953
1456472.573,792.738,0.222916
1495621.563,792.738,1.723392
1507545.764,792.738,1.1147605
1515892.788,792.738,0.382821
1552783.529,792.738,0.666107
1561506.06,792.738,8.18598
1564638.398,792.738,0.204038
1583286.745,792.738,1.229643
1618234.364,792.738,0.316485
1637737.763,792.738,2.943674
1697468.372,792.738,58.312115
1966410.51,792.738,2.452364
1110638.695,792.738,0.908295
1131377.483,792.738,0.95222
1256488.117,792.738,4.71463
1275744.522,792.738,0.939842
1304114.484,792.738,1.072847
1308389.977,792.738,0.614936
1409981.56,792.738,1.793262
1515259.641,792.738,1.66603
1527391.442,792.738,1.788163
1633574.463,792.738,5.553291
2303081.183,792.738,3.736021
2458581.75,792.738,13.3239
2629707.237,792.738,0.257123
2839279.867,792.738,0.234192
2907955.197,792.738,0.230175
3143504.787,792.738,0.056463
2084003.218,792.738,0
2419995.863,792.738,0.145829
2510845.85,792.738,0.283301
2688466.89,792.738,8.917956
2813370.45,792.738,0.123773
2983519.588,792.738,0.038793
3086524.792,792.738,2.156012
3367044.82,792.738,0
3520150.167,792.738,0.067987
3862329.886,792.738,0.061065
1370343.546,792.738,20.355409
1413077.037,792.738,1.256018
1441197.664,792.738,1.446376
1504514.989,792.738,1.270417
1512077.992,792.738,7.111464
1513255.912,792.738,10.123061
1527512.248,792.738,1.481602
1539874.919,792.738,13.692674
1560974.768,792.738,2.428874
1619911.049,792.738,17.08088
1711541.188,792.738,1.487648
1734198.486,792.738,50.169094
1737315.505,792.738,27.390193
1774907.095,792.738,12.157528
1795368.002,792.738,2.087742
2072896.291,792.738,1.488824
2083622.631,792.738,5.117682
2150638.677,792.738,3.395868
2216506.247,792.738,41.502877
2650679.612,792.738,2.464409
1408712.462,792.738,0.369892
1490551.003,792.738,1.125372
1567077.929,792.738,0.881744
1608316.687,792.738,3.821146
1662833.64,792.738,0.174113
1781415.112,792.738,0.14692
1810680.456,792.738,2.646369
1866097.773,792.738,0.347454
1887408.638,792.738,0.839392
1983984.078,792.738,3.655837
2041929.073,792.738,71.508174
2059797.991,792.738,0.107983
2111146.864,792.738,1.875323
2137777.778,792.738,1.375429
2157169.832,792.738,1.204824
2158523.182,792.738,0.401004
2192810.292,792.738,0.336069
2215459.783,792.738,10.222131
2295003.828,792.738,37.141676
2323059.43,792.738,5.559553
2337368.032,792.738,10.665433
2387688.303,792.738,18.627127
2389851.605,792.738,45.98999
2463304.553,792.738,117.586419
2476542.361,792.738,47.93624
2676454.576,792.738,8.227811
2838486.131,792.738,13.204828
2887285.023,792.738,1.554258
1666445.58,792.738,0.94642
1708150.616,792.738,6.596151
1774171.659,792.738,0.928345
1822411.29,792.738,1.937408
2045693.373,792.738,1.102062
2068359.028,792.738,0.892968
2106443.897,792.738,15.901943
2109231.45,792.738,6.301685
2234493.093,792.738,0
2330533.32,792.738,0.330243
1833123.845,792.738,0.514451
1958580.576,792.738,0.123774
2027774.03,792.738,3.090966
2205216.685,792.738,10.410355
2205520.481,792.738,32.629211
2427328.609,792.738,1.326309
2467698.943,792.738,2.716261
2507974.759,792.738,11.9726055
2782288.182,792.738,0.44884
3020664.629,792.738,0.89492
3081164.822,792.738,11.295496
3083738.337,792.738,0.202581
3339315.408,792.738,0.291824
3465738.468,792.738,30.841148
3609067.358,792.738,2.05663
4034611.169,792.738,0.427648
4060955.171,792.738,4.893835
1819560.919,792.738,0.728539
2405102.647,792.738,1.95569
2782198.345,792.738,2.154898
3013789.685,792.738,2.06089
3041377.334,792.738,7.537705
3183187.029,792.738,11.660218
3192129.887,792.738,13.89297
3439309.204,792.738,0.28203
2162820.431,792.738,0.110949
2837196.147,792.738,3.773644
2909073.242,792.738,0.128547
2944331.737,792.738,38.353289
3018404.321,792.738,0
3025677.568,792.738,8.707223
3148956.734,792.738,1.489625
3357140.956,792.738,0.105637
3459856.922,792.738,17.799897
3489860.648,792.738,8.029193
3537173.214,792.738,0
3596931.641,792.738,0.780441
3624159.165,792.738,0
3684528.668,792.738,3.98511
3707981.231,792.738,3.810081
3749854.307,792.738,0.120914
3762309.484,792.738,45.154895
4055509.818,792.738,0
4096067.544,792.738,0.045957
4530296.088,792.738,0.117514
4816126.842,792.738,0.071553
2228364.244,792.738,0.455855
2796220.269,792.738,0.178762
2338557.134,792.738,0.231887
2352824.636,792.738,51.473683
2365606.018,792.738,0.36145
2373296.253,792.738,19.3626295
2513078.534,792.738,0.253455
2574079.668,792.738,11.049327
2619606.346,792.738,0.856286
2668681.431,792.738,11.719197
2682343.65,792.738,10.150542
2685542.559,792.738,0.635421
2747546.276,792.738,0.498798
2753841.356,792.738,6.209736
2767023.388,792.738,0.4313995
2771219.438,792.738,0.591475
2809718.454,792.738,239.475596
2830993.086,792.738,38.638485
2858941.74,792.738,0.398617
2864053.967,792.738,45.177345
2940986.313,792.738,52.456021
3025893.012,792.738,0.148627
3026862.426,792.738,2.690396
3050960.914,792.738,192.111093
3085403.84,792.738,12.148013
3102292.802,792.738,289.355111
3121343.262,792.738,13.775484
3212921.417,792.738,0
3218649.902,792.738,1.681823
3225545.974,792.738,6.673554
3227979.239,792.738,0.138714
3230990.39,792.738,2.326516
3249700.061,792.738,1.934669
3279444.745,792.738,0.33784
3283377.718,792.738,0.258699
3302820.946,792.738,0.449369
3323799.438,792.738,6.622451
3328549.319,792.738,0.565064
3350842.25,792.738,27.846656
3356059.688,792.738,360.369232
3410299.178,792.738,0.257413
3412188.491,792.738,3.568913
3473347.548,792.738,0.626528
3515666.288,792.738,0.643462
3550043.286,792.738,0.866732
3629001.993,792.738,0.924367
3660646.329,792.738,1.631414
3724476.981,792.738,0.597507
3744810.472,792.738,0.563202
3795325.921,792.738,1.009221
3824512.278,792.738,0.297155
3932763.982,792.738,0.391317
3994753.569,792.738,0.599748
4043952.044,792.738,14.324492
4054755.739,792.738,0.422062
4165059.568,792.738,5.39725
4256492.361,792.738,1.37611
4418272.085,792.738,0.24066
4427241.675,792.738,1.604464
4811909.965,792.738,0.057238
5093995.769,792.738,0.752022
1617484.76,792.738,0.056324
1625643.911,792.738,0
1722363.522,792.738,0.133107
1750314.056,792.738,0.324478
1754733.171,792.738,0.039386
1885668.703,792.738,1.13208
1893964.868,792.738,0.870418
2010331.075,792.738,0.365411
2076140.156,792.738,0.186968
2123367.128,792.738,0.276823
2494970.295,792.738,0.395776
2605015.859,792.738,40.092521
2924700.634,792.738,63.124887
3031621.531,792.738,0.290723
3367062.843,792.738,0.214929
3410519.923,792.738,56.015778
3476664.615,792.738,18.155786
3606563.054,792.738,0.1776
3969110.008,792.738,0.294769
4008836.13,792.738,1.731251
4389079.089,792.738,0.307465
4498024.363,792.738,0.236628
5134217.828,792.738,0.313878
1487133.621,792.738,1.033981
1559781.851,792.738,16.363534
1658639.465,792.738,32.010318
1893114.437,792.738,0.290118
1910883.04,792.738,0.784667
2019228.252,792.738,0.157588
2285009.705,792.738,12.11142
2587489.057,792.738,20.792894
2701219.235,792.738,0.104591
2911907.607,792.738,0.168545
2086716.713,792.738,6.34744
2311844.235,792.738,0.962922
2428730.489,792.738,0
2630273.493,792.738,3.21966
2813444.225,792.738,6.335275
2929940.167,792.738,3.650307
3169500.791,792.738,1.211516
3172728.077,792.738,0.445496
3472166.766,792.738,0.05799
1406429.706,792.738,0
1465728.791,792.738,7.434943
1475548.154,792.738,0
1503497.951,792.738,1.523921
1511662.976,792.738,7.710016
1514019.692,792.738,0
1559113.56,792.738,3.285694
1567263.093,792.738,7.326568
1589367.387,792.738,0.871598
1614025.392,792.738,0.288184
1653819.762,792.738,4.978903
1661100.96,792.738,2.239653
1674053.333,792.738,0.095451
1680865.323,792.738,0.170228
1684321.319,792.738,1.60007
1696368.289,792.738,0.438915
1713131.142,792.738,0.195775
1762687.146,792.738,1.00388
1771922.343,792.738,0.191068
1799526.897,792.738,3.532374
1806298.402,792.738,0.700344
1821135.608,792.738,0.261742
1856128.258,792.738,0.064493
1944826.811,792.738,0.096846
1974684.592,792.738,22.851068
2004644.39,792.738,0.121375
2076694.278,792.738,0.093746
2109145.899,792.738,0.360749
2148850.411,792.738,0.079711
2159085.863,792.738,7.122251
2165036.874,792.738,6.515805
2165447.726,792.738,0.692775
2180526.233,792.738,0.358774
2203080.71,792.738,0.682397
2226727.618,792.738,0.3421745
2229416.948,792.738,0.265715
2358199.526,792.738,0.170812
2418216.423,792.738,0.171704
2452459.495,792.738,0
2551114.852,792.738,0.372721
2749898.461,792.738,0.147444
2751708.804,792.738,17.006911
